punto_atencion_id;departamento;ciudad;direccion
3615;BOLÍVAR;MAGANGUE;VEREDA LAS BRISAS
3616;BOLÍVAR;MAGANGUE;VEREDA CEIBAL
3617;BOLÍVAR;MAGANGUE;KRA 2 NO 25 30
3618;BOLÍVAR;MAGANGUE;CALL 11 CRA 22 A BARRIO SUR
3619;BOLÍVAR;MAGANGUE;CALLE 17 CRA 2 9
3620;BOLÍVAR;MAGANGUE;CALLE 20 CRA 10 A 19 23  BARRIO 
3621;BOLÍVAR;MAGANGUE;KRA 29 NO 23 60
3622;BOLÍVAR;MAGANGUE;CALLE 20 KRA 29 33
3623;BOLÍVAR;MAGANGUE;CALLE 20 NRO 20 03
3624;BOLÍVAR;MAGANGUE;CL 19 23 46
3625;BOLÍVAR;MAGANGUE;CRA 3 NO 11 50 P 1 LOCAL 2
3626;BOLÍVAR;MAGANGUE;MANZANA P LOTE 1
3627;BOLÍVAR;MAGANGUE;CALLE 17 5 8 BARRIO LA CANDELARIA
3628;BOLÍVAR;MAGANGUE;CRA 23 NO 13 20
3629;BOLÍVAR;MAGANGUE;CRA 21C NO 8 13
3630;BOLÍVAR;MAGANGUE;HENEQUEN
3631;BOLÍVAR;MAGANGUE;CR 10 19 5
3632;BOLÍVAR;MAGANGUE;CALLE 118 BUENO AIRE
3633;BOLÍVAR;MAGANGUE;CALLE 118 BUENO AIRE
3634;BOLÍVAR;MAGANGUE;CARRERA 25 NO 18A 30
3635;BOLÍVAR;MAGANGUE;CARRERA 35 16 133 SAN MATEO BCH
3636;BOLÍVAR;MAGANGUE;SUR 14 27
3637;BOLÍVAR;MAGANGUE;YATI
3638;BOLÍVAR;MAGANGUE;CARRERA 15 16 47
3639;BOLÍVAR;MAGANGUE;CLL17 867
3640;BOLÍVAR;MAGANGUE;B SUR CRA 2 CALLE 9 25 APTO 1
3641;BOLÍVAR;MAGANGUE;BARRIO CÓRDOBA CRA 8 NO 12 42
3642;BOLÍVAR;MAGANGUE;BARRIO MARACANA
3643;BOLÍVAR;MAGANGUE;CASCAJAL
3644;BOLÍVAR;MAGANGUE;BARRIO ABAJO PANSEGUITA
3645;BOLÍVAR;MAGANGUE;CLL13 CR 10E 21 2 DE NOV
3646;BOLÍVAR;MAGANGUE;TRANSVERSAL 54 30 105 BARRIO EL 
3647;BOLÍVAR;MAGANGUE;BR MIRAFLORES CR 33 CLL 15 NO 32 
3648;BOLÍVAR;MAGANGUE;CL 4 KR 3 121
3649;BOLÍVAR;MAGANGUE;CALLE 12 KRA 24 
3650;BOLÍVAR;MAGANGUE;CALLE 12 KRA 24 
3651;BOLÍVAR;MAGANGUE;CALLE PRINCIPAL
3652;BOLÍVAR;MAGANGUE;CLL 11 NO 2 3 P1 LOC 1 CENTRO 
3653;BOLÍVAR;MAGANGUE;CR 6 CL 3 12 P BARRANCA DE YUCA
3654;BOLÍVAR;MAGANGUE;CR 10 18 8 HENEQUEN MAGANGUE
3655;BOLÍVAR;MAGANGUE;CR 44 15B - 35 SAN PABLO
3656;BOLÍVAR;MAGANGUE;SAN JOSE
3657;BOLÍVAR;MAGANGUE;DOS DE NOV
3658;BOLÍVAR;MAGANGUE;CRA 5B 14 112 BARRIO EL CARMEN  
3659;BOLÍVAR;MAGANGUE;CR 28 12 - 4 SAN PEDRO CLAVER 
3660;BOLÍVAR;MAGANGUE;CR 18A 15 4 SAN MARTIN MAGANGUE
3661;BOLÍVAR;MAGANGUE;CR 3 18 7 LA CANDELARIA
3662;BOLÍVAR;MAGANGUE;CR 6A 7 43 COSTA AZUL
3663;BOLÍVAR;MAGANGUE;CL16 # 30 - 5 P1 APTO 1
3664;BOLÍVAR;MAGANGUE;MZ I LOTE 30 VILLA JULIANA ETAPA 1
3665;BOLÍVAR;MAGANGUE;CR 4 3 4 CORTINA
3666;BOLÍVAR;MAGANGUE;CR 4CL6 42 CASCAJAL
3667;BOLÍVAR;MAGANGUE;VILLA JULIANA 1 MZ L 12 CASA
3668;BOLÍVAR;MAGANGUE;CALLE PRINCIPAL BELISARIO
3669;BOLÍVAR;MAHATES;BARRIO LA LOMA CL 18 NRO 36 13 
3670;BOLÍVAR;MAHATES;CALLE 13 NRO 21 CALLE CENTRAL
3671;BOLÍVAR;MAHATES;TROCAL DE OCCIDENTE L 90 NRO 1
3672;BOLÍVAR;MAHATES;CALLE 11 16 29 
3673;BOLÍVAR;MAHATES;CARRERA 33 NO 14 40
3674;BOLÍVAR;MAHATES;CALLE 18  36 06
3675;BOLÍVAR;MAHATES;CALLE PRINCIPAL NO 9 34
3676;BOLÍVAR;MAHATES;CALLE 3 CRA 3 58
3677;BOLÍVAR;MAHATES;CORREGIMIENTO DE SAN JOAQUIN CRA 
3678;BOLÍVAR;MAHATES;CR 12 NO 10 99 CORREGIMIENTO DE 
3679;BOLÍVAR;MAHATES;CORREGIMIENTO DE GAMERO
3680;BOLÍVAR;MAHATES;MAHTES CALLE LAS LOMAS CRR 12 27
3681;BOLÍVAR;MAHATES;CR 11 NO 17 34 BR ABAJO SEC LA 
3682;BOLÍVAR;MAHATES;CALLE 14 CRA 4 121
3683;BOLÍVAR;MAHATES;CLL 26 NO 23  56 KR 7 7
3684;BOLÍVAR;MAHATES;CLL 13 KR 12 8
3685;BOLÍVAR;MAHATES;CL 6 KR 38 B 9
3686;BOLÍVAR;MAHATES;CARRERA 1 CON 1 13
3687;BOLÍVAR;MAHATES;KR 38 S N 92
3688;BOLÍVAR;MAHATES;K11 CLL 11 49
3689;BOLÍVAR;MAHATES;KR 11 CL 21  36
3690;BOLÍVAR;MAHATES;CL 16 NO 9 55 BRR EL CAMPITO
3691;BOLÍVAR;MAHATES;CLL 4 MZ 2 14
3692;BOLÍVAR;MAHATES;CL PRINCIPAL SN 204
3693;BOLÍVAR;MAHATES;BARRIO LA LOMA  CR 36 CL 14 7 LOCAL
3694;BOLÍVAR;MAHATES;BARRIO SANTANDER CR 43 # 16 - 36
3695;BOLÍVAR;MAHATES;CL 4 CR 2 112
3696;BOLÍVAR;MAHATES;TR 15 DG16 900
3697;BOLÍVAR;MAHATES;KR 12 23 56
3698;BOLÍVAR;MAHATES;CL 33 9 87 LA GUAYANA
3699;BOLÍVAR;MAHATES;TV 15 DG 13 313
3700;BOLÍVAR;MARGARITA;CALLE PRINCIPAL SECTOR 4 FRENTE 
3701;BOLÍVAR;MARGARITA;CALLE PRINCIPAL CORREGIMIENTO 
3702;BOLÍVAR;MARGARITA;CR 3  1 145
3703;BOLÍVAR;MARGARITA;MARGARITA CLL 3 NO 9
3704;BOLÍVAR;MARÍA LA BAJA;CALLE 15 NO 15 05
3705;BOLÍVAR;MARÍA LA BAJA;CARRETERA TRONCAL DE OCCIDENTE 
3706;BOLÍVAR;MARÍA LA BAJA;CALLE CENTRAL
3707;BOLÍVAR;MARÍA LA BAJA;CLL 12 KR 15 BARRIO CENTRO
3708;BOLÍVAR;MARÍA LA BAJA;DIAG 17 CON CARRERA 14 CALLE 
3709;BOLÍVAR;MARÍA LA BAJA;CRA 15 CLL 8 79
3710;BOLÍVAR;MARÍA LA BAJA;BARRIO EL ANZUELO CRA 17 54 66
3711;BOLÍVAR;MARÍA LA BAJA;BARRIO LOS GIRASOLES CR 44 CLL 45
3712;BOLÍVAR;MARÍA LA BAJA;BARRIO LA IDEAL CR 56 CL45
3713;BOLÍVAR;MARÍA LA BAJA;MONTE CARLOS KR15 CALLE 3 40      
3714;BOLÍVAR;MARÍA LA BAJA;EL SENA
3715;BOLÍVAR;MARÍA LA BAJA;KR 2 C6 85
3716;BOLÍVAR;MARÍA LA BAJA;PLAZA PRINCIPAL
3717;BOLÍVAR;MARÍA LA BAJA;EL PUERTO CLL 41 11 12
3718;BOLÍVAR;MARÍA LA BAJA;CARRT VIA SAN ONOFRE 5 45
3719;BOLÍVAR;MARÍA LA BAJA;LA CURVA CRA 15 1 38
3720;BOLÍVAR;MARÍA LA BAJA;ENTRADA DE SAN PABLO
3721;BOLÍVAR;MARÍA LA BAJA;CARRETERA PRINCIPAL 1 # 1 98
3722;BOLÍVAR;MARÍA LA BAJA;CR 12 CLL 15 153
3723;BOLÍVAR;MARÍA LA BAJA;CLL 2A 10 45
3724;BOLÍVAR;MARÍA LA BAJA;CALLE CENTRAL
3725;BOLÍVAR;MARÍA LA BAJA;CRA 11 21 96
3726;BOLÍVAR;MARÍA LA BAJA;NUEVA FLORIDA CRA 7 NO 11 109
3727;BOLÍVAR;MARÍA LA BAJA;CL 1 CR 1 153
3728;BOLÍVAR;MARÍA LA BAJA;TRANSV 21 KR 4 CL 21
3729;BOLÍVAR;MARÍA LA BAJA;CR 3 CL 145
3730;BOLÍVAR;MARÍA LA BAJA;KR 4 CL 10 98
3731;BOLÍVAR;MARÍA LA BAJA;CALLE 20 7 4 
3732;BOLÍVAR;MARÍA LA BAJA;BARRIO LA PAZA  CR 14 CL 19 219 P1 
3733;BOLÍVAR;MARÍA LA BAJA; DG 11 29 126 BARRIO BUENOS AIRES
3734;BOLÍVAR;MARÍA LA BAJA;CR 14 NO 28A 137
3735;BOLÍVAR;MARÍA LA BAJA;CR 5 CL 5 63
3736;BOLÍVAR;MARÍA LA BAJA;CR 8 10 - 63
3737;BOLÍVAR;MARÍA LA BAJA;CL LOZANO BRR SANTA RITA 914
3738;BOLÍVAR;MARÍA LA BAJA;1 DE JULIO SAN PABLO
3739;BOLÍVAR;MARÍA LA BAJA;CR 3 CL 2 121 SAN JOSE DEL PLAYON
3740;BOLÍVAR;MARÍA LA BAJA;CL 10 KR16 36 BARRIO BUENOS AIRES
3741;BOLÍVAR;MARÍA LA BAJA;CR 7 14 55 VENEZUELA ACHI
3742;BOLÍVAR;MARÍA LA BAJA;CR 10 CL 17 - 4
3743;BOLÍVAR;MARÍA LA BAJA;CL 8 19 - 48
3744;BOLÍVAR;MARÍA LA BAJA;CL 1 CR 1 - 78
3745;BOLÍVAR;MARÍA LA BAJA;CALLE PRINCIPAL PLAZA DIG IGLESIA
3746;BOLÍVAR;MONTECRISTO;MONTECRISTO CARRERA 42 CON 
3747;BOLÍVAR;MONTECRISTO;CALLE 4 11 129
3748;BOLÍVAR;MONTECRISTO;DIAG 73 34
3749;BOLÍVAR;MONTECRISTO;CORREGUIMIENTO REGENCIA PARQUE 
3750;BOLÍVAR;MONTECRISTO;PUERTO BETANIA
3751;BOLÍVAR;MOMPÓS;CL 18 CR 3 23
3752;BOLÍVAR;MOMPÓS;CALLE 18 NO 1A 28
3753;BOLÍVAR;MOMPÓS;CALLE 18 CRA 1 36
3754;BOLÍVAR;MOMPÓS;CRA 2 19 88 CENTRO
3755;BOLÍVAR;MOMPÓS;CARRERA  2 NO 13 119
3756;BOLÍVAR;MOMPÓS;CRR 3 23 113
3757;BOLÍVAR;MOMPÓS;CRR 3 21A 12P
3758;BOLÍVAR;MOMPÓS;CARRERA  3 N 18 95
3759;BOLÍVAR;MOMPÓS;CALLE PPAL GUATACALA
3760;BOLÍVAR;MOMPÓS;CRA 1 22 61
3761;BOLÍVAR;MOMPÓS;CRA 2 NO 20 52
3762;BOLÍVAR;MOMPÓS;CALLE PRINCIPAL 
3763;BOLÍVAR;MOMPÓS;CL 1E NO 11 37
3764;BOLÍVAR;MOMPÓS;KR 5 A NO 7 23
3765;BOLÍVAR;MOMPÓS;CRA. 2 NO 10 03
3766;BOLÍVAR;MOMPÓS;CLL 1 SANTA CRUZ ARRIBA
3767;BOLÍVAR;MOMPÓS;CL 24 NO 4C 10
3768;BOLÍVAR;MOMPÓS;BRR BOCA GRANDE SH
3769;BOLÍVAR;MOMPÓS;CR 4 CL 19 27
3770;BOLÍVAR;MOMPÓS;CALLE13 N 21 - 53 SAN MIGUEL
3771;BOLÍVAR;MOMPÓS;CL 13 # 2 142
3772;BOLÍVAR;MOMPÓS;SEC 1 MZ C LT 26
3773;BOLÍVAR;MOMPÓS;TRV 5 # 26 6
3774;BOLÍVAR;MOMPÓS;CR 5 # 19 6
3775;BOLÍVAR;MOMPÓS;CLL 1 2 55
3776;BOLÍVAR;MOMPÓS;CR5 7 A 32
3777;BOLÍVAR;MOMPÓS;CALLE 18 NO 1A 28
3778;BOLÍVAR;MOMPÓS;CLL 17 # 3 - 99
3779;BOLÍVAR;MOMPÓS;CR 15 # 10 - 85 
3780;BOLÍVAR;MOMPÓS;CR 2 CL 1110  9
3781;BOLÍVAR;MOMPÓS;CR 3 17 70
3782;BOLÍVAR;MOMPÓS;CL 2 4 A  24
3783;BOLÍVAR;MOMPÓS;CR 3  1 145
3784;BOLÍVAR;MOMPÓS;CR 5 CL 13  5
3785;BOLÍVAR;MORALES BOL;CALLE 7 6 36
3786;BOLÍVAR;MORALES BOL;KDX 1160 URB BASTIDA
3787;BOLÍVAR;MORALES BOL;CALLE CENTRAL
3788;BOLÍVAR;MORALES BOL;CR 4 9-16 BRR PROGRESO
3789;BOLÍVAR;MORALES BOL;VEREDA EL DIQUE
3790;BOLÍVAR;PINILLOS;CALLE PPAL AL FRENTE DEL BANCO
3791;BOLÍVAR;PINILLOS;CRA 6 NO 2 74 P1 LOCAL 2
3792;BOLÍVAR;PINILLOS;CORREGUIMIENTO PALOMINOS
3793;BOLÍVAR;PINILLOS;CORREGUIMIENTO SANTA COA
3794;BOLÍVAR;PINILLOS;CORREGUIMIENTO ARMENIA 
3795;BOLÍVAR;PINILLOS;CORREGUIMIENTO COYONGAL
3796;BOLÍVAR;PINILLOS;CALLE PRINCIPAL CORREGUIMIENTO 
3797;BOLÍVAR;REGIDOR;CALLE 7 6 36
3798;BOLÍVAR;REGIDOR;CRA 9 NO 10 21
3799;BOLÍVAR;REGIDOR;KR 3 CL 7 - 45
3800;BOLÍVAR;REGIDOR;CL 2 MZ 4 14
3801;BOLÍVAR;RÍO VIEJO;CALLE PPAL RIO VIEJO
3802;BOLÍVAR;RÍO VIEJO;VEREDA HATILLO
3803;BOLÍVAR;RÍO VIEJO;CALLE 5 14 8
3804;BOLÍVAR;RÍO VIEJO;CL 7 CR 9 59
3805;BOLÍVAR;SAN CRISTÓBAL;CALL 4 NO 3 50
3806;BOLÍVAR;SAN CRISTÓBAL;KRA 16A CLL 17 C 11
3807;BOLÍVAR;SAN CRISTÓBAL;CARRERA 8 NO 18 32
3808;BOLÍVAR;SAN CRISTÓBAL;CARRERA  12 CALLE 5  47
3809;BOLÍVAR;SAN CRISTÓBAL;HIGUERETAL KRA 7 CALLE 4 4
3810;BOLÍVAR;SAN CRISTÓBAL;KRA 12 CLL 16 83
3811;BOLÍVAR;SAN CRISTÓBAL;CLL 5 NO 1B  15
3812;BOLÍVAR;SAN CRISTÓBAL;CR 6 12 09
3813;BOLÍVAR;SAN ESTANISLAO;CALLE BOLÍVAR 15 32
3814;BOLÍVAR;SAN ESTANISLAO;BARRIO SAN JOSE TRANSV 15 N 14 32 
3815;BOLÍVAR;SAN ESTANISLAO;CALLE SANTANDER N 29 29
3816;BOLÍVAR;SAN ESTANISLAO;CALLE 13 KRA 8  25
3817;BOLÍVAR;SAN ESTANISLAO;CARRERA 29 15 5 CALLE GIRARDOT
3818;BOLÍVAR;SAN ESTANISLAO;CALLE 22 NO 27 19
3819;BOLÍVAR;SAN ESTANISLAO;BARRIO BARRANQUILLITA N 19  37
3820;BOLÍVAR;SAN ESTANISLAO;CALLE PRINCIPAL KR 13 16
3821;BOLÍVAR;SAN ESTANISLAO;LA CABANA NO 23 18
3822;BOLÍVAR;SAN ESTANISLAO;CALLE COLON CLL 29 N14 33
3823;BOLÍVAR;SAN ESTANISLAO;BARRIO EL SILENCIO CRA 35A CLL 19A 
3824;BOLÍVAR;SAN ESTANISLAO;CALLE LAS BRISAS N 5 07
3825;BOLÍVAR;SAN ESTANISLAO;CALLE TERNERA NRO 27 100
3826;BOLÍVAR;SAN ESTANISLAO;BARRIO RICAUTER N 19 38
3827;BOLÍVAR;SAN ESTANISLAO;BARRIO LAS BRISAS CRA 12  14 137
3828;BOLÍVAR;SAN ESTANISLAO;CLL 31 14 NRO 222
3829;BOLÍVAR;SAN ESTANISLAO;CLL 26 MZ Y 4
3830;BOLÍVAR;SAN ESTANISLAO;CRA 36B NO 32  59 BR EL CARMEN
3831;BOLÍVAR;SAN ESTANISLAO;CL 34 KRA 25 129 BRR LAS MATERAS
3832;BOLÍVAR;SAN ESTANISLAO;CR 8 CL 14  41 P1 APTO 2 LAS PIEDRAS
3833;BOLÍVAR;SAN ESTANISLAO;CR 29 16 164 BRR TORICES
3834;BOLÍVAR;SAN ESTANISLAO;CRA 12 CLL 17 125
3835;BOLÍVAR;SAN ESTANISLAO;CLL 13 CRA 8  5
3836;BOLÍVAR;SAN ESTANISLAO;CL 18 CRA 22 12
3837;BOLÍVAR;SAN FERNANDO;CARRERA 3 NO 15 53
3838;BOLÍVAR;SAN FERNANDO;CALLE PRINCIPAL  6  05
3839;BOLÍVAR;SAN FERNANDO;SAN FERNANDO CALLE HOSPITAL
3840;BOLÍVAR;SAN FERNANDO;CL 4A PRINCIPAL
3841;BOLÍVAR;SAN FERNANDO;CRA 1 GUASIMAL
3842;BOLÍVAR;SAN JACINTO;CR 40  N 46 A 13 SECTOR LA VARIANTE
3843;BOLÍVAR;SAN JACINTO;CARRERA 40 22 28 BARRIO CENTRO
3844;BOLÍVAR;SAN JACINTO;CRA 48 N 22 38
3845;BOLÍVAR;SAN JACINTO;CRA 41 N 22 22
3846;BOLÍVAR;SAN JACINTO;CALLE 23 N 34 9 P1 APTO 1
3847;BOLÍVAR;SAN JACINTO;CRA 41 CL 21 BARRIO CENTRO
3848;BOLÍVAR;SAN JACINTO;CLL 24 CRA 36 BARRIO SANTA LUCIA
3849;BOLÍVAR;SAN JACINTO;CRA 48 21B 24 BRR LA VARIANTE
3850;BOLÍVAR;SAN JACINTO;CRA 40  22  01 BRR ABAJO
3851;BOLÍVAR;SAN JACINTO;CRA 48  34  226  BRR LA VARIANTE
3852;BOLÍVAR;SAN JACINTO;CALLE 20 NO 34A 106
3853;BOLÍVAR;SAN JACINTO;CALLE 19 NO 45 05
3854;BOLÍVAR;SAN JACINTO;CRA 46 CON CLL 22 
3855;BOLÍVAR;SAN JACINTO;CALLE 35 41A 15
3856;BOLÍVAR;SAN JACINTO;CL PRINCIPAL SN1 62 PARAISO
3857;BOLÍVAR;SAN JACINTO;CRA 43B 18 15 BARRIO EL 
3858;BOLÍVAR;SAN JACINTO;CLL 3 65  22 VEREDA LAS PALMAS
3859;BOLÍVAR;SAN JACINTO;BRR ABAJO CRA 43 N 20 32
3860;BOLÍVAR;SAN JACINTO;CALLE 22 40 37
3861;BOLÍVAR;SAN JACINTO;CALLE 19 MZ 10 L 9
3862;BOLÍVAR;SAN JACINTO;CALLE 25 36 01
3863;BOLÍVAR;SAN JACINTO;TRNASV 45 33 20
3864;BOLÍVAR;SAN JACINTO;CRA 40 NO 14 69 A 14 1 SAN JACINTO 
3865;BOLÍVAR;SAN JACINTO;CALLE 27 38 2 BARRIO SAN JACINTO
3866;BOLÍVAR;SAN JACINTO;CLL 19 8 52 BARRIO CANDELILLA
3867;BOLÍVAR;SAN JACINTO;CALLE 19 NO 49  77 BARRIO BUENOS 
3868;BOLÍVAR;SAN JACINTO;CRA 48 44 280 SAN RAFAEL
3869;BOLÍVAR;SAN JACINTO DEL CAUCA BOLÍVAR;SAN JACINTO 25 LOTE 9 MZ Q
3870;BOLÍVAR;SAN JACINTO DEL CAUCA BOLÍVAR;DIAGONAL 125
3871;BOLÍVAR;SAN JUAN NEPOMUCENO;CL 11 KRA 9 54
3872;BOLÍVAR;SAN JUAN NEPOMUCENO;CRA 11 N 10 36
3873;BOLÍVAR;SAN JUAN NEPOMUCENO;CARRERA 11 NO 10 35
3874;BOLÍVAR;SAN JUAN NEPOMUCENO;CRA 22 CLL 12 340
3875;BOLÍVAR;SAN JUAN NEPOMUCENO;CRA 13 N 12 07
3876;BOLÍVAR;SAN JUAN NEPOMUCENO;CLL 9 CRA 13  39 BARRIO GUARUMAL
3877;BOLÍVAR;SAN JUAN NEPOMUCENO;DIAG 17 CON KRA 14
3878;BOLÍVAR;SAN JUAN NEPOMUCENO;CRA 6  9A  78 BARRIO SAN JOSE
3879;BOLÍVAR;SAN JUAN NEPOMUCENO;CALLE 17 CARRERA 16 23 BARRIO 
3880;BOLÍVAR;SAN JUAN NEPOMUCENO;CLL 17 CRA 22 14 BARRIO EL 
3881;BOLÍVAR;SAN JUAN NEPOMUCENO;CARRERA 14 NO  21 12
3882;BOLÍVAR;SAN JUAN NEPOMUCENO;CLL 18 CRA 18 48
3883;BOLÍVAR;SAN JUAN NEPOMUCENO;CR 22 CLL 26 4
3884;BOLÍVAR;SAN JUAN NEPOMUCENO;CLL 19 NO 14
3885;BOLÍVAR;SAN JUAN NEPOMUCENO;CLL 14
3886;BOLÍVAR;SAN JUAN NEPOMUCENO;VEREDA LA HAYA
3887;BOLÍVAR;SAN JUAN NEPOMUCENO;KR 13 CLL 11 NRO 10  65
3888;BOLÍVAR;SAN JUAN NEPOMUCENO;KR TRONCAL NO 53  166
3889;BOLÍVAR;SAN JUAN NEPOMUCENO;KRA 12 CL 15 10 LOCAL 1
3890;BOLÍVAR;SAN JUAN NEPOMUCENO;KR 12 NO 23 78 CALLE LA PLAZA
3891;BOLÍVAR;SAN JUAN NEPOMUCENO;CR 3 10B 2 BARRIO EL PARAISO
3892;BOLÍVAR;SAN JUAN NEPOMUCENO;DIAGONAL 17 #14-61 BARRIO 
3893;BOLÍVAR;SAN JUAN NEPOMUCENO;CR 19 16 -18 BARRIO EL PROGRESO
3894;BOLÍVAR;SAN JUAN NEPOMUCENO;CLL 9 CR 10 6P 1 APTO
3895;BOLÍVAR;SAN JUAN NEPOMUCENO;BARRIO CENTRO
3896;BOLÍVAR;SAN JUAN NEPOMUCENO;BARRIO EL CAMPO CORREGIMIENTO DE 
3897;BOLÍVAR;SAN JUAN NEPOMUCENO;KRA 25 19 5 NUEVO SAN JUAN
3898;BOLÍVAR;SAN JUAN NEPOMUCENO;CR 9 NO12 79 BARRIO SAN ISIDRO
3899;BOLÍVAR;SAN JUAN NEPOMUCENO;CR 1C CLL 10 7 BARIO PUEBLO NUEVO
3900;BOLÍVAR;SAN JUAN NEPOMUCENO;CLL 3 14 50 BARIO GUAPANGO
3901;BOLÍVAR;SAN JUAN NEPOMUCENO;CR24 20 41
3902;BOLÍVAR;SAN MARTIN DE LOBA;CABECERA MUNICIPAL CLL DEL MANGO
3903;BOLÍVAR;SAN MARTIN DE LOBA;KRA 13 8 43
3904;BOLÍVAR;SAN MARTIN DE LOBA;PAPAYAL
3905;BOLÍVAR;SAN MARTIN DE LOBA;CORREGIMIENTO CHIMI
3906;BOLÍVAR;SAN MARTIN DE LOBA;CALLE EL MANGO VIA ALTOS DEL 
3907;BOLÍVAR;SAN MARTIN DE LOBA;BARRIO CENTRO
3908;BOLÍVAR;SAN MARTIN DE LOBA;CORREGUIMIENTO PLAYITA
3909;BOLÍVAR;SAN MARTIN DE LOBA;CL 7 20 4
3910;BOLÍVAR;SAN PABLO;CL 7 NO 7 53
3911;BOLÍVAR;SAN PABLO;CRA 6 10 54 BARRIO LA LIBERTAD
3912;BOLÍVAR;SAN PABLO;CALLE 17 NO 8 55 BARRIO SANTANDER
3913;BOLÍVAR;SAN PABLO;CALLE 16 NRO 8 43
3914;BOLÍVAR;SAN PABLO;CORREGIMIENTO DE SAN PABLO SUR
3915;BOLÍVAR;SAN PABLO;CRR 5 NRO 17 37
3916;BOLÍVAR;SAN PABLO;CR 17 13 53
3917;BOLÍVAR;SAN PABLO;VEREDA SABANA SAN LUIS
3918;BOLÍVAR;SAN PABLO;CLL 16 5 96
3919;BOLÍVAR;SAN PABLO;CR 19 # 33 - 57
3920;BOLÍVAR;SAN PABLO;CRA 13 # 17 - 02
3921;BOLÍVAR;SAN PABLO;CRA 5 12 98
3922;BOLÍVAR;SAN PABLO;CLL 16 8 37
3923;BOLÍVAR;SANTA CATALINA;TIENDA LOS DOS HERMANOS-
3924;BOLÍVAR;SANTA CATALINA;TIENDA PRINCIPAL
3925;BOLÍVAR;SANTA CATALINA;CARRERA 16 NO 15 62 PLAZA PPAL
3926;BOLÍVAR;SANTA CATALINA;CLL PRINCIPAL AL FRENTE DE LA 
3927;BOLÍVAR;SANTA CATALINA;CALLE LARGA STA CATALINA
3928;BOLÍVAR;SANTA CATALINA;CALLE 5 B CR 5 N° 6
3929;BOLÍVAR;SANTA CATALINA;CALLE 11 CARRERA 6 23
3930;BOLÍVAR;SANTA CATALINA;BARRIO VILLAROSITA CRA 5 N 8 23
3931;BOLÍVAR;SANTA CATALINA; BARRIO GALERA CALLE 2 N 4 12
3932;BOLÍVAR;SANTA CATALINA;CLL 13N 16 100
3933;BOLÍVAR;SANTA CATALINA;CL 3 CRA 10 42
3934;BOLÍVAR;SANTA CATALINA;KRA 5 CLL 13 38
3935;BOLÍVAR;SANTA CATALINA;URB EL PROGRESO MZ B LT 25
3936;BOLÍVAR;SANTA CATALINA;CARRERA 16 NO 15 62 PLAZA PPAL
3937;BOLÍVAR;SANTA CATALINA;CALLE 4 CARRERA 18 4
3938;BOLÍVAR;SANTA CATALINA;21 DE MAYO CS 65
3939;BOLÍVAR;SANTA CATALINA;CLL PEDRO DE HEREDIA CRA 16 18  
3940;BOLÍVAR;SANTA CATALINA;TV 53 21 B 111 BRR SAN JOSE
3941;BOLÍVAR;SANTA CATALINA;KR 5 CL 14 SUR 62 
3942;BOLÍVAR;SANTA CATALINA;KR 5 CL 3 31 PUEBLO NUIEVO
3943;BOLÍVAR;SANTA CATALINA;CL 15 CRA 21 32 CAJAGUAL
3944;BOLÍVAR;SANTA CATALINA;CL 9C CRA 12  56
3945;BOLÍVAR;SANTA CATALINA;CRA 44 1
3946;BOLÍVAR;SANTA CATALINA;CL PRINCIPAL KM 1 99
3947;BOLÍVAR;SANTA CATALINA;CRA 8 CL 7  15
3948;BOLÍVAR;SANTA ROSA - BOLÍVAR;CALLE NUEVA ENTRADA PPAL
3949;BOLÍVAR;SANTA ROSA - BOLÍVAR;CLL 18 25 14 BARRIO TAMARINDO
3950;BOLÍVAR;SANTA ROSA - BOLÍVAR;CALLE PPAL LA CEREZA AL LADO DE 
3951;BOLÍVAR;SANTA ROSA - BOLÍVAR;CRA 30 N  24A  42
3952;BOLÍVAR;SANTA ROSA - BOLÍVAR;CLL 18 25 14 BARRIO TAMARINDO
3953;BOLÍVAR;SANTA ROSA - BOLÍVAR;KRA 21 C 30 45 LT SECTOR 01
3954;BOLÍVAR;SANTA ROSA - BOLÍVAR;BARRIO 15 DE AGOSTO CRA 17 17 10
3955;BOLÍVAR;SANTA ROSA - BOLÍVAR;BARRIO CALLE NUEVA DE LAS FLORES 
3956;BOLÍVAR;SANTA ROSA - BOLÍVAR;CALLE PARAISO SECT MEDIA TAPA 
3957;BOLÍVAR;SANTA ROSA - BOLÍVAR;CALLE 17 CRA 20 N 15 LOCAL 1
3958;BOLÍVAR;SANTA ROSA - BOLÍVAR;CLL 18 25 14 BARRIO TAMARINDO
3959;BOLÍVAR;SANTA ROSA - BOLÍVAR;BRR EL POLVILLO SEC LAS GAVIOTAS
3960;BOLÍVAR;SANTA ROSA - BOLÍVAR;CLL 29CR14 103 BARRIO LAS DELICIAS
3961;BOLÍVAR;SANTA ROSA - BOLÍVAR;KRA 34 CL 14  38
3962;BOLÍVAR;SANTA ROSA - BOLÍVAR;CLL 30D CRA 14   180  ZAPATICO 
3963;BOLÍVAR;SANTA ROSA - BOLÍVAR;CLL 25 CRA 20 64
3964;BOLÍVAR;SANTA ROSA - BOLÍVAR;KR 26 CL 25  26  BRR EL TAMARINDO
3965;BOLÍVAR;SANTA ROSA - BOLÍVAR;CR 22 18 3 EL CEIBAL 
